,qw,qx,qy,qz
0,0.9263798580360257,0.015296074113489499,0.36520489834027264,0.09061882238331422
0,0.9236801246693651,0.015920957497895773,0.3720001484552008,0.09042919856133314
0,0.9223569290399551,0.016347976931540054,0.37530956376439667,0.09018409199635631
0,0.9227023548608967,0.01667267897029044,0.3746043252355501,0.08952086698043048
0,0.9234595202353458,0.016778674060427223,0.3730239525569493,0.08828432138420629
0,0.9235705513529985,0.0167250607971989,0.37284704022558957,0.08787942654493162
0,0.9229733345016438,0.01600877107297469,0.37442733396520467,0.08756777162494941
0,0.9228455865979086,0.01585997694241856,0.37491783164594306,0.08683952983550877
0,0.9225035754440982,0.015321196960189245,0.37588906403765665,0.08637028281449974
0,0.9222402906628994,0.014879422782921503,0.37673756499091454,0.08555849566451383
0,0.9213097056333633,0.014056008007819778,0.37910160477368665,0.08528087829440509
0,0.9197508826936911,0.013736390245174477,0.38306382533588096,0.08444957718218696
0,0.9181471674866932,0.013953372610759433,0.38685933238758075,0.08456322589389947
0,0.9170230863462984,0.014421889104132581,0.38961870240436525,0.0840115168254706
0,0.9143283991804412,0.015006713602914798,0.3957996880991013,0.08438592240193821
0,0.8919365712382383,0.020448209140500575,0.4426501689235579,0.08995471962419178
0,0.8901924461306806,0.020685228897065863,0.4463928421683306,0.08867333656873018
0,0.887754310801458,0.018683660856823478,0.4512908450956452,0.08876811140986468
0,0.8856944151799223,0.017027717937369735,0.4553232505905139,0.0890853366869595
0,0.8814457658793107,0.01533979792045465,0.4635005519452202,0.08936045411518052
0,0.8774308429181756,0.014557571794448125,0.4709758981887879,0.08991605154039033
0,0.8713665539501193,0.012733449153549516,0.48196970433926545,0.0909032014225515
0,0.8666172605590073,0.01109885708917727,0.4903579766300105,0.09165366238093116
0,0.8620534246506742,0.010187022596354255,0.4983812277297381,0.09152196165546643
0,0.8576804777516327,0.008400840005178498,0.5057751636300611,0.09222314148804235
0,0.8550432471342421,0.007005561204943341,0.5103047389230797,0.0918751385032024
0,0.8522732646002811,0.00613485825220976,0.515247995197484,0.09006747141325891
0,0.8502403411093926,0.00582025458952952,0.5188230431058563,0.08877013534447033
0,0.8460682568457517,0.004930314957066681,0.525771175362781,0.08780015894094673
0,0.8416384786120724,0.004643507770666381,0.5329284867379589,0.08723724650818195
0,0.8361386166736979,0.005005487577706009,0.5416827939542201,0.08617951923197417
0,0.8317670320260602,0.004950205553596676,0.5483783924964439,0.08614080648886618
0,0.8253432801953703,0.0038905739169137576,0.5579853341087988,0.08628847078512737
0,0.8213606636328391,0.0030574320758597886,0.5639714066723432,0.08540237000073303
0,0.8174032104846852,0.0027530101123127856,0.5698511309176139,0.08434513036665105
0,0.815062020851784,0.0027273624408395347,0.57326502230052,0.0838670249019645
0,0.8127589421391238,0.0023821880967707923,0.576594616233804,0.08340189256219814
0,0.810682717001438,0.0025223394255784936,0.5797140249640429,0.08196840500447473
0,0.8076174159087628,0.0023326110486143374,0.5840717267670796,0.08129505789326981
0,0.804301964778068,0.002755217319152723,0.5886671665914543,0.08100447647415948
0,0.7989707240057468,0.0032095184535219554,0.5958327109572428,0.08135638712708453
0,0.7945895317503433,0.00376716897025147,0.6016458349344888,0.0814590312777036
0,0.7886601052786738,0.004223572570843788,0.6092862536277025,0.08226579433087067
0,0.7838731859560528,0.004709848874358209,0.6153665181196226,0.08273266610003902
0,0.7794199610700782,0.005226017766856437,0.6209714433713607,0.08289559422012326
0,0.7739515482701159,0.005802856544744012,0.6278393681235976,0.08235930803724208
0,0.7699147128275553,0.005717170962959123,0.6327699710048358,0.0824670402183969
0,0.7644963964789502,0.006197444481981983,0.6394166726722483,0.08156696734183233
0,0.757733725528307,0.007488673506635425,0.6475249855716716,0.08059102944192961
0,0.7524101712022416,0.0082659126681756,0.6537550713225132,0.08009316874285338
0,0.7465336730510749,0.008466344911178635,0.6605348262487283,0.07943260865210387
0,0.7388406417366582,0.009407125007787134,0.6691869182533051,0.07883451373538929
0,0.7351666197935582,0.009671032108657268,0.6732520541148882,0.07853778650656515
0,0.7299201623869481,0.009111348194273167,0.6789402563363793,0.07857269373634605
0,0.7254033521301005,0.008675729357031144,0.6838249617487808,0.07809052521154881
0,0.7200686771147499,0.008819893900711298,0.6895728339865217,0.07689353898469975
0,0.7154947110062454,0.009408291803991428,0.694315242659181,0.0768449502475155
0,0.7093779263096893,0.010391415086758081,0.7004966884827519,0.07732635761341837
0,0.7038033118876171,0.011793830109740815,0.7061238938927935,0.07688205395957565
0,0.6966686840910387,0.01250967950919121,0.7132367694660818,0.0760891793031386
0,0.6905508514671476,0.01320348800022735,0.7192491758859239,0.07513862142763145
0,0.6824986381757865,0.014433280735304716,0.7269457422735772,0.07441221059564523
0,0.6773892484091625,0.015890242672885736,0.731803966962153,0.07317281097459023
0,0.671478743687859,0.017417171125258972,0.7372913615126238,0.07221071363883552
0,0.6667021851421596,0.017733796511258674,0.7415435431109122,0.07284835247609567
0,0.6559971697367236,0.019291487742477968,0.7509421134658464,0.07335866698310402
0,0.647828993516119,0.020801870337749502,0.7580793139773787,0.07211540105920844
0,0.6357028538225663,0.02340069050634608,0.7682791661960425,0.07128402426059298
0,0.6293356829087786,0.02479854681663912,0.7735134439635746,0.07070065276314123
0,0.6241656169958036,0.025454827459022625,0.7776552435931035,0.07086364675508955
0,0.6195489932292997,0.02544553890011677,0.7813308334048394,0.07094856101108162
