,qw,qx,qy,qz
0,-0.017647217098063064,0.09273435110238683,0.25133230193127376,-0.9632865564619079
0,-0.01614573654393918,0.08967785147527817,0.25191928101467903,-0.9634489472718722
0,-0.0003846427021202796,0.08324500268154214,0.25353709454553,-0.9637370301425348
0,0.017521212852474464,0.07765281943541702,0.25434181776781295,-0.9638326029287833
0,0.03751670372110576,0.07006247269998066,0.2563548630420319,-0.9633098831921992
0,0.05555634442295133,0.0627200480503015,0.25852411927144664,-0.9623642594786286
0,0.07507766492571691,0.05353142552371709,0.2615098983152329,-0.9607862945493432
0,0.09076606033421858,0.04856220532474431,0.2629233526338497,-0.9593094105371732
0,0.10921665949902759,0.04324605766974969,0.2637520427852956,-0.9574112803338395
0,0.12305271153614242,0.038617256825413004,0.26408336807064486,-0.9558382249980105
0,0.1413238101900356,0.031094311567246305,0.26449140246702424,-0.9534699903418862
0,0.1527246465208749,0.026214426538432995,0.2648155826698202,-0.9517671424048945
0,0.16852341690716494,0.020565887240849262,0.2651899113343458,-0.9491318207511601
0,0.18206653384219587,0.016092754114018698,0.2649456590837919,-0.9467822338068927
0,0.19210394760175864,0.012083277864119727,0.2648951125630451,-0.9448707038807431
0,0.20283735156687868,0.008422903925448018,0.26494212722918636,-0.9426514375515856
0,0.212676214899508,0.0056193585206002015,0.2652346310777313,-0.9404189709394929
0,0.22382123363353634,0.000636552080103164,0.2661345055875394,-0.9375905690182081
0,0.23123520591471644,-0.002740974642861509,0.26730406179937255,-0.9354524601224496
0,0.2394829711918691,-0.0012929591297596457,0.26905757724101764,-0.9328741902823752
0,0.2387033935097303,0.013848911440462932,0.27264584368029826,-0.931929794299287
0,0.22680079204279124,0.024730130772929834,0.2779611645084196,-0.9331063242663398
0,0.1936116841119808,0.043785269132798836,0.28748213294487823,-0.9369906025247823
0,0.17193125993191258,0.07315569691878536,0.3040183010332769,-0.9341631327040218
0,0.16981814762787437,0.14032240005454155,0.34207064999069736,-0.9134873240467613
